month,sales_rep_id,rep_name,region,territory,manager_name,tenure_months,monthly_target,actual_sales_value,target_achievement_pct,visits_made,new_customers,returning_customers,active_status
01-07-2023,SR-SO09,Akshay Sathe,South,South-T9,Ojas Kapoor,36,279512.91,265887.85,0.951,126,3,47,TRUE
01-08-2023,SR-SO09,Akshay Sathe,South,South-T9,Ojas Kapoor,37,296982.47,263163.03,0.886,115,3,52,TRUE
01-09-2023,SR-SO09,Akshay Sathe,South,South-T9,Ojas Kapoor,38,314452.02,320738.16,1.02,101,10,38,TRUE
01-10-2023,SR-SO09,Akshay Sathe,South,South-T9,Ojas Kapoor,39,331921.58,321591.99,0.969,89,7,44,TRUE
01-11-2023,SR-SO09,Akshay Sathe,South,South-T9,Ojas Kapoor,40,314452.02,329865.93,1.049,110,5,39,TRUE
01-12-2023,SR-SO09,Akshay Sathe,South,South-T9,Ojas Kapoor,41,174695.57,208710.8,1.195,110,4,40,TRUE
01-01-2024,SR-SO09,Akshay Sathe,South,South-T9,Ojas Kapoor,42,296982.47,331808.7,1.117,117,5,51,TRUE
01-02-2024,SR-SO09,Akshay Sathe,South,South-T9,Ojas Kapoor,43,262043.35,275632.08,1.052,108,4,48,TRUE
01-03-2024,SR-SO09,Akshay Sathe,South,South-T9,Ojas Kapoor,44,296982.47,226577.56,0.763,117,2,54,TRUE
01-04-2024,SR-SO09,Akshay Sathe,South,South-T9,Ojas Kapoor,45,314452.02,271831.89,0.864,109,4,34,TRUE
01-05-2024,SR-SO09,Akshay Sathe,South,South-T9,Ojas Kapoor,46,314452.02,341856.26,1.087,103,5,45,TRUE
01-06-2024,SR-SO09,Akshay Sathe,South,South-T9,Ojas Kapoor,47,296982.47,350516.07,1.18,106,6,39,TRUE
01-07-2024,SR-SO09,Akshay Sathe,South,South-T9,Ojas Kapoor,48,279512.91,291688.9,1.044,137,3,44,TRUE
01-08-2024,SR-SO09,Akshay Sathe,South,South-T9,Ojas Kapoor,49,296982.47,225817.37,0.76,115,1,44,TRUE
01-09-2024,SR-SO09,Akshay Sathe,South,South-T9,Ojas Kapoor,50,314452.02,356079.24,1.132,115,3,43,TRUE
01-10-2024,SR-SO09,Akshay Sathe,South,South-T9,Ojas Kapoor,51,331921.58,385264.9,1.161,104,3,46,TRUE
01-11-2024,SR-SO09,Akshay Sathe,South,South-T9,Ojas Kapoor,52,314452.02,326440.03,1.038,106,1,45,TRUE
01-12-2024,SR-SO09,Akshay Sathe,South,South-T9,Ojas Kapoor,53,174695.57,197677.56,1.132,111,2,58,TRUE
01-01-2023,SR-EA01,Ikbal Wagle,East,East-T1,Arjun Zachariah,24,491262.11,411478.87,0.838,149,6,63,TRUE
01-02-2023,SR-EA01,Ikbal Wagle,East,East-T1,Arjun Zachariah,25,433466.57,437576.67,1.009,143,6,44,TRUE
01-03-2023,SR-EA01,Ikbal Wagle,East,East-T1,Arjun Zachariah,26,491262.11,477071.86,0.971,143,4,34,TRUE
01-04-2023,SR-EA01,Ikbal Wagle,East,East-T1,Arjun Zachariah,27,520159.88,462462.85,0.889,129,5,44,TRUE
01-05-2023,SR-EA01,Ikbal Wagle,East,East-T1,Arjun Zachariah,28,520159.88,649405.43,1.248,142,4,48,TRUE
01-06-2023,SR-EA01,Ikbal Wagle,East,East-T1,Arjun Zachariah,29,491262.11,475513.47,0.968,142,6,38,TRUE
01-07-2023,SR-EA01,Ikbal Wagle,East,East-T1,Arjun Zachariah,30,462364.34,535012.17,1.157,125,4,45,TRUE
01-08-2023,SR-EA01,Ikbal Wagle,East,East-T1,Arjun Zachariah,31,491262.11,606476.64,1.235,115,3,46,TRUE
01-09-2023,SR-EA01,Ikbal Wagle,East,East-T1,Arjun Zachariah,32,520159.88,512360.19,0.985,146,8,52,TRUE
01-10-2023,SR-EA01,Ikbal Wagle,East,East-T1,Arjun Zachariah,33,549057.65,523896.56,0.954,125,3,32,TRUE
01-11-2023,SR-EA01,Ikbal Wagle,East,East-T1,Arjun Zachariah,34,520159.88,473620.72,0.911,138,1,46,TRUE
01-12-2023,SR-EA01,Ikbal Wagle,East,East-T1,Arjun Zachariah,35,288977.71,231846.8,0.802,154,7,44,TRUE
01-01-2024,SR-EA01,Ikbal Wagle,East,East-T1,Arjun Zachariah,36,491262.11,407950.16,0.83,119,6,52,TRUE
01-02-2024,SR-EA01,Ikbal Wagle,East,East-T1,Arjun Zachariah,37,433466.57,414317.12,0.956,140,1,44,TRUE
01-03-2024,SR-EA01,Ikbal Wagle,East,East-T1,Arjun Zachariah,38,491262.11,490149.16,0.998,129,5,58,TRUE
01-04-2024,SR-EA01,Ikbal Wagle,East,East-T1,Arjun Zachariah,39,520159.88,562444.6,1.081,139,3,44,TRUE
01-05-2024,SR-EA01,Ikbal Wagle,East,East-T1,Arjun Zachariah,40,520159.88,494269.51,0.95,138,4,36,TRUE
01-06-2024,SR-EA01,Ikbal Wagle,East,East-T1,Arjun Zachariah,41,491262.11,555248.94,1.13,124,3,46,TRUE
01-07-2024,SR-EA01,Ikbal Wagle,East,East-T1,Arjun Zachariah,42,462364.34,355256.98,0.768,138,3,42,TRUE
01-08-2024,SR-EA01,Ikbal Wagle,East,East-T1,Arjun Zachariah,43,491262.11,390076.8,0.794,138,3,38,TRUE
01-09-2024,SR-EA01,Ikbal Wagle,East,East-T1,Arjun Zachariah,44,520159.88,455763.79,0.876,122,6,56,TRUE
01-10-2024,SR-EA01,Ikbal Wagle,East,East-T1,Arjun Zachariah,45,549057.65,443617.06,0.808,131,7,37,TRUE
01-11-2024,SR-EA01,Ikbal Wagle,East,East-T1,Arjun Zachariah,46,520159.88,591044.13,1.136,146,5,45,TRUE
01-12-2024,SR-EA01,Ikbal Wagle,East,East-T1,Arjun Zachariah,47,288977.71,341703.22,1.182,135,2,40,TRUE
01-01-2023,SR-EA02,Lekha Bumb,East,East-T2,Dev Chhabra,48,432630.83,502917.59,1.162,157,6,47,TRUE
01-02-2023,SR-EA02,Lekha Bumb,East,East-T2,Dev Chhabra,49,381733.09,286519.52,0.751,135,3,47,TRUE
01-03-2023,SR-EA02,Lekha Bumb,East,East-T2,Dev Chhabra,50,432630.83,512530.71,1.185,146,2,43,TRUE
01-04-2023,SR-EA02,Lekha Bumb,East,East-T2,Dev Chhabra,51,458079.71,449370.78,0.981,123,3,47,TRUE
01-05-2023,SR-EA02,Lekha Bumb,East,East-T2,Dev Chhabra,52,458079.71,355974.68,0.777,138,3,43,TRUE
01-06-2023,SR-EA02,Lekha Bumb,East,East-T2,Dev Chhabra,53,432630.83,436619.55,1.009,136,1,51,TRUE
01-07-2023,SR-EA02,Lekha Bumb,East,East-T2,Dev Chhabra,54,407181.96,432149.11,1.061,142,5,55,TRUE
01-08-2023,SR-EA02,Lekha Bumb,East,East-T2,Dev Chhabra,55,432630.83,432304.86,0.999,136,2,52,TRUE
01-09-2023,SR-EA02,Lekha Bumb,East,East-T2,Dev Chhabra,56,458079.71,444804.78,0.971,134,4,54,TRUE
01-10-2023,SR-EA02,Lekha Bumb,East,East-T2,Dev Chhabra,57,483528.58,375124.32,0.776,134,2,45,TRUE
01-11-2023,SR-EA02,Lekha Bumb,East,East-T2,Dev Chhabra,58,458079.71,404726.3,0.884,131,5,37,TRUE
01-12-2023,SR-EA02,Lekha Bumb,East,East-T2,Dev Chhabra,59,254488.73,207537.24,0.816,125,3,49,TRUE
01-01-2024,SR-EA02,Lekha Bumb,East,East-T2,Dev Chhabra,60,432630.83,386778.27,0.894,128,5,48,TRUE
01-02-2024,SR-EA02,Lekha Bumb,East,East-T2,Dev Chhabra,61,381733.09,454423.97,1.19,149,5,48,TRUE
01-03-2024,SR-EA02,Lekha Bumb,East,East-T2,Dev Chhabra,62,432630.83,429323.76,0.992,150,5,41,TRUE
01-04-2024,SR-EA02,Lekha Bumb,East,East-T2,Dev Chhabra,63,458079.71,350172.04,0.764,160,7,52,TRUE
01-05-2024,SR-EA02,Lekha Bumb,East,East-T2,Dev Chhabra,64,458079.71,487859.99,1.065,132,3,48,TRUE
01-06-2024,SR-EA02,Lekha Bumb,East,East-T2,Dev Chhabra,65,432630.83,497377,1.15,135,6,40,TRUE
01-07-2024,SR-EA02,Lekha Bumb,East,East-T2,Dev Chhabra,66,407181.96,449891.85,1.105,149,4,36,TRUE
01-08-2024,SR-EA02,Lekha Bumb,East,East-T2,Dev Chhabra,67,432630.83,391693.17,0.905,131,3,45,TRUE
01-09-2024,SR-EA02,Lekha Bumb,East,East-T2,Dev Chhabra,68,458079.71,346691.78,0.757,137,0,33,TRUE
01-10-2024,SR-EA02,Lekha Bumb,East,East-T2,Dev Chhabra,69,483528.58,461284.01,0.954,121,1,43,TRUE
01-11-2024,SR-EA02,Lekha Bumb,East,East-T2,Dev Chhabra,70,458079.71,395025.19,0.862,136,4,46,TRUE
01-12-2024,SR-EA02,Lekha Bumb,East,East-T2,Dev Chhabra,71,254488.73,297930.68,1.171,133,1,47,TRUE
01-01-2023,SR-EA03,Ojasvi Narayan,East,East-T3,Sarthak Ramesh,19,294473.19,237560.52,0.807,85,3,51,TRUE
01-02-2023,SR-EA03,Ojasvi Narayan,East,East-T3,Sarthak Ramesh,20,259829.29,317909.03,1.224,94,3,40,TRUE
01-03-2023,SR-EA03,Ojasvi Narayan,East,East-T3,Sarthak Ramesh,21,294473.19,316221.46,1.074,98,1,50,TRUE
01-04-2023,SR-EA03,Ojasvi Narayan,East,East-T3,Sarthak Ramesh,22,311795.14,257850.08,0.827,101,3,56,TRUE
01-05-2023,SR-EA03,Ojasvi Narayan,East,East-T3,Sarthak Ramesh,23,311795.14,379244.7,1.216,84,3,49,TRUE
01-06-2023,SR-EA03,Ojasvi Narayan,East,East-T3,Sarthak Ramesh,24,294473.19,263827.59,0.896,78,1,46,TRUE
01-07-2023,SR-EA03,Ojasvi Narayan,East,East-T3,Sarthak Ramesh,25,277151.24,305616.28,1.103,87,3,47,TRUE
01-08-2023,SR-EA03,Ojasvi Narayan,East,East-T3,Sarthak Ramesh,26,294473.19,282030.28,0.958,92,2,34,TRUE
01-09-2023,SR-EA03,Ojasvi Narayan,East,East-T3,Sarthak Ramesh,27,311795.14,309066.87,0.991,86,7,48,TRUE
01-10-2023,SR-EA03,Ojasvi Narayan,East,East-T3,Sarthak Ramesh,28,329117.1,324545.63,0.986,89,3,46,TRUE
01-11-2023,SR-EA03,Ojasvi Narayan,East,East-T3,Sarthak Ramesh,29,311795.14,305058.26,0.978,97,5,40,TRUE
01-12-2023,SR-EA03,Ojasvi Narayan,East,East-T3,Sarthak Ramesh,30,173219.52,142442.05,0.822,95,3,63,TRUE
01-01-2024,SR-EA03,Ojasvi Narayan,East,East-T3,Sarthak Ramesh,31,294473.19,248919.71,0.845,112,2,35,TRUE
01-02-2024,SR-EA03,Ojasvi Narayan,East,East-T3,Sarthak Ramesh,32,259829.29,272739.9,1.05,80,4,45,TRUE
01-03-2024,SR-EA03,Ojasvi Narayan,East,East-T3,Sarthak Ramesh,33,294473.19,330736.47,1.123,78,8,49,TRUE
01-04-2024,SR-EA03,Ojasvi Narayan,East,East-T3,Sarthak Ramesh,34,311795.14,255127.67,0.818,76,2,41,TRUE
01-05-2024,SR-EA03,Ojasvi Narayan,East,East-T3,Sarthak Ramesh,35,311795.14,244729.58,0.785,94,5,58,TRUE
01-06-2024,SR-EA03,Ojasvi Narayan,East,East-T3,Sarthak Ramesh,36,294473.19,334620.95,1.136,97,4,42,TRUE
01-07-2024,SR-EA03,Ojasvi Narayan,East,East-T3,Sarthak Ramesh,37,277151.24,326264.16,1.177,91,4,54,TRUE
01-08-2024,SR-EA03,Ojasvi Narayan,East,East-T3,Sarthak Ramesh,38,294473.19,270896.97,0.92,77,4,37,TRUE
01-09-2024,SR-EA03,Ojasvi Narayan,East,East-T3,Sarthak Ramesh,39,311795.14,356649.58,1.144,101,2,43,TRUE
01-10-2024,SR-EA03,Ojasvi Narayan,East,East-T3,Sarthak Ramesh,40,329117.1,290803.37,0.884,105,2,46,TRUE
01-11-2024,SR-EA03,Ojasvi Narayan,East,East-T3,Sarthak Ramesh,41,311795.14,234246.27,0.751,89,3,46,TRUE
01-12-2024,SR-EA03,Ojasvi Narayan,East,East-T3,Sarthak Ramesh,42,173219.52,192797.74,1.113,97,2,37,TRUE
01-01-2023,SR-EA04,Jagat Narasimhan,East,East-T4,Dev Chhabra,9,402690.97,470640.22,1.169,112,5,48,TRUE
01-02-2023,SR-EA04,Jagat Narasimhan,East,East-T4,Dev Chhabra,10,355315.57,369514.58,1.04,121,6,50,TRUE
01-03-2023,SR-EA04,Jagat Narasimhan,East,East-T4,Dev Chhabra,11,402690.97,434894.32,1.08,124,6,52,TRUE
01-04-2023,SR-EA04,Jagat Narasimhan,East,East-T4,Dev Chhabra,12,426378.68,504248.35,1.183,94,3,31,TRUE
01-05-2023,SR-EA04,Jagat Narasimhan,East,East-T4,Dev Chhabra,13,426378.68,414983.15,0.973,117,2,47,TRUE
01-06-2023,SR-EA04,Jagat Narasimhan,East,East-T4,Dev Chhabra,14,402690.97,399538.18,0.992,128,9,39,TRUE
01-07-2023,SR-EA04,Jagat Narasimhan,East,East-T4,Dev Chhabra,15,379003.27,347250.37,0.916,107,3,39,TRUE
01-08-2023,SR-EA04,Jagat Narasimhan,East,East-T4,Dev Chhabra,16,402690.97,455619.2,1.131,122,2,38,TRUE
01-09-2023,SR-EA04,Jagat Narasimhan,East,East-T4,Dev Chhabra,17,426378.68,400201.17,0.939,114,5,45,TRUE
01-10-2023,SR-EA04,Jagat Narasimhan,East,East-T4,Dev Chhabra,18,450066.38,547472.5,1.216,118,4,62,TRUE
01-11-2023,SR-EA04,Jagat Narasimhan,East,East-T4,Dev Chhabra,19,426378.68,505173.82,1.185,121,4,33,TRUE
01-12-2023,SR-EA04,Jagat Narasimhan,East,East-T4,Dev Chhabra,20,236877.04,293819.28,1.24,106,1,45,TRUE
01-01-2024,SR-EA04,Jagat Narasimhan,East,East-T4,Dev Chhabra,21,402690.97,350100.65,0.869,123,3,48,TRUE
01-02-2024,SR-EA04,Jagat Narasimhan,East,East-T4,Dev Chhabra,22,355315.57,334524.43,0.941,121,2,42,TRUE
01-03-2024,SR-EA04,Jagat Narasimhan,East,East-T4,Dev Chhabra,23,402690.97,474372.58,1.178,135,3,38,TRUE
01-04-2024,SR-EA04,Jagat Narasimhan,East,East-T4,Dev Chhabra,24,426378.68,407356.88,0.955,126,4,40,TRUE
01-05-2024,SR-EA04,Jagat Narasimhan,East,East-T4,Dev Chhabra,25,426378.68,387615.81,0.909,125,5,51,TRUE
01-06-2024,SR-EA04,Jagat Narasimhan,East,East-T4,Dev Chhabra,26,402690.97,397249.86,0.986,116,6,49,TRUE
01-07-2024,SR-EA04,Jagat Narasimhan,East,East-T4,Dev Chhabra,27,379003.27,457348.96,1.207,132,5,36,TRUE
01-08-2024,SR-EA04,Jagat Narasimhan,East,East-T4,Dev Chhabra,28,402690.97,378777.4,0.941,97,7,43,TRUE
01-09-2024,SR-EA04,Jagat Narasimhan,East,East-T4,Dev Chhabra,29,426378.68,530503.34,1.244,134,4,50,TRUE
01-10-2024,SR-EA04,Jagat Narasimhan,East,East-T4,Dev Chhabra,30,450066.38,515864.66,1.146,138,5,51,TRUE
01-11-2024,SR-EA04,Jagat Narasimhan,East,East-T4,Dev Chhabra,31,426378.68,458787.51,1.076,117,2,47,TRUE
01-12-2024,SR-EA04,Jagat Narasimhan,East,East-T4,Dev Chhabra,32,236877.04,195672.91,0.826,144,1,45,TRUE
01-01-2023,SR-EA05,Chameli Mandal,East,East-T5,Dev Chhabra,36,269577.14,332230.16,1.232,150,2,47,TRUE
01-02-2023,SR-EA05,Chameli Mandal,East,East-T5,Dev Chhabra,37,237862.19,193411.25,0.813,145,4,53,TRUE
01-03-2023,SR-EA05,Chameli Mandal,East,East-T5,Dev Chhabra,38,269577.14,332301.48,1.233,146,6,38,TRUE
01-04-2023,SR-EA05,Chameli Mandal,East,East-T5,Dev Chhabra,39,285434.62,261457.36,0.916,153,5,34,TRUE
01-05-2023,SR-EA05,Chameli Mandal,East,East-T5,Dev Chhabra,40,285434.62,228399.73,0.8,129,3,48,TRUE
01-06-2023,SR-EA05,Chameli Mandal,East,East-T5,Dev Chhabra,41,269577.14,316084.51,1.173,144,2,44,TRUE
01-07-2023,SR-EA05,Chameli Mandal,East,East-T5,Dev Chhabra,42,253719.67,202939.16,0.8,156,5,40,TRUE
01-08-2023,SR-EA05,Chameli Mandal,East,East-T5,Dev Chhabra,43,269577.14,324899.99,1.205,155,4,50,TRUE
01-09-2023,SR-EA05,Chameli Mandal,East,East-T5,Dev Chhabra,44,285434.62,216266.33,0.758,135,7,64,TRUE
01-10-2023,SR-EA05,Chameli Mandal,East,East-T5,Dev Chhabra,45,301292.1,247685.52,0.822,127,4,45,TRUE
01-11-2023,SR-EA05,Chameli Mandal,East,East-T5,Dev Chhabra,46,285434.62,338373.18,1.185,162,4,42,TRUE
01-12-2023,SR-EA05,Chameli Mandal,East,East-T5,Dev Chhabra,47,158574.79,195836.44,1.235,134,5,32,TRUE
01-01-2024,SR-EA05,Chameli Mandal,East,East-T5,Dev Chhabra,48,269577.14,212268.85,0.787,141,7,49,TRUE
01-02-2024,SR-EA05,Chameli Mandal,East,East-T5,Dev Chhabra,49,237862.19,271344.3,1.141,139,4,41,TRUE
01-03-2024,SR-EA05,Chameli Mandal,East,East-T5,Dev Chhabra,50,269577.14,237904.9,0.883,151,5,49,TRUE
01-04-2024,SR-EA05,Chameli Mandal,East,East-T5,Dev Chhabra,51,285434.62,303025.87,1.062,149,2,49,TRUE
01-05-2024,SR-EA05,Chameli Mandal,East,East-T5,Dev Chhabra,52,285434.62,270803.72,0.949,140,3,49,TRUE
01-06-2024,SR-EA05,Chameli Mandal,East,East-T5,Dev Chhabra,53,269577.14,213008.44,0.79,154,5,53,TRUE
01-07-2024,SR-EA05,Chameli Mandal,East,East-T5,Dev Chhabra,54,253719.67,231971.53,0.914,134,5,48,TRUE
01-08-2024,SR-EA05,Chameli Mandal,East,East-T5,Dev Chhabra,55,269577.14,293078.54,1.087,158,5,42,TRUE
01-09-2024,SR-EA05,Chameli Mandal,East,East-T5,Dev Chhabra,56,285434.62,290233.11,1.017,116,5,33,TRUE
01-10-2024,SR-EA05,Chameli Mandal,East,East-T5,Dev Chhabra,57,301292.1,369706.44,1.227,153,4,52,TRUE
01-11-2024,SR-EA05,Chameli Mandal,East,East-T5,Dev Chhabra,58,285434.62,303531.06,1.063,132,6,57,TRUE
01-12-2024,SR-EA05,Chameli Mandal,East,East-T5,Dev Chhabra,59,158574.79,189293.79,1.194,120,1,43,TRUE
01-01-2023,SR-EA06,Shravya Borde,East,East-T6,Dev Chhabra,16,489443.72,486494.21,0.994,91,2,44,TRUE
01-02-2023,SR-EA06,Shravya Borde,East,East-T6,Dev Chhabra,17,431862.1,440718.73,1.021,93,5,39,TRUE
01-03-2023,SR-EA06,Shravya Borde,East,East-T6,Dev Chhabra,18,489443.72,518188.62,1.059,99,6,51,TRUE
01-04-2023,SR-EA06,Shravya Borde,East,East-T6,Dev Chhabra,19,518234.53,449508.92,0.867,82,8,49,TRUE
01-05-2023,SR-EA06,Shravya Borde,East,East-T6,Dev Chhabra,20,518234.53,566015.64,1.092,93,2,41,TRUE
01-06-2023,SR-EA06,Shravya Borde,East,East-T6,Dev Chhabra,21,489443.72,437410.71,0.894,81,1,38,TRUE
01-07-2023,SR-EA06,Shravya Borde,East,East-T6,Dev Chhabra,22,460652.91,397885.79,0.864,80,5,61,TRUE
01-08-2023,SR-EA06,Shravya Borde,East,East-T6,Dev Chhabra,23,489443.72,389200.59,0.795,70,3,51,TRUE
01-09-2023,SR-EA06,Shravya Borde,East,East-T6,Dev Chhabra,24,518234.53,642180.09,1.239,78,2,52,TRUE
01-10-2023,SR-EA06,Shravya Borde,East,East-T6,Dev Chhabra,25,547025.33,618239.74,1.13,90,3,56,TRUE
01-11-2023,SR-EA06,Shravya Borde,East,East-T6,Dev Chhabra,26,518234.53,571066.16,1.102,85,3,46,TRUE
01-12-2023,SR-EA06,Shravya Borde,East,East-T6,Dev Chhabra,27,287908.07,230399.48,0.8,89,3,51,TRUE
01-01-2024,SR-EA06,Shravya Borde,East,East-T6,Dev Chhabra,28,489443.72,407795.89,0.833,77,2,43,TRUE
01-02-2024,SR-EA06,Shravya Borde,East,East-T6,Dev Chhabra,29,431862.1,388560.6,0.9,91,4,38,TRUE
01-03-2024,SR-EA06,Shravya Borde,East,East-T6,Dev Chhabra,30,489443.72,374166.81,0.764,83,5,56,TRUE
01-04-2024,SR-EA06,Shravya Borde,East,East-T6,Dev Chhabra,31,518234.53,472726.97,0.912,89,3,41,TRUE
01-05-2024,SR-EA06,Shravya Borde,East,East-T6,Dev Chhabra,32,518234.53,403217.36,0.778,77,4,39,TRUE
01-06-2024,SR-EA06,Shravya Borde,East,East-T6,Dev Chhabra,33,489443.72,454806.61,0.929,83,5,44,TRUE
01-07-2024,SR-EA06,Shravya Borde,East,East-T6,Dev Chhabra,34,460652.91,444688.24,0.965,83,1,49,TRUE
01-08-2024,SR-EA06,Shravya Borde,East,East-T6,Dev Chhabra,35,489443.72,426843.24,0.872,95,2,43,TRUE
01-09-2024,SR-EA06,Shravya Borde,East,East-T6,Dev Chhabra,36,518234.53,495445.62,0.956,82,2,45,TRUE
01-10-2024,SR-EA06,Shravya Borde,East,East-T6,Dev Chhabra,37,547025.33,596750.03,1.091,79,4,50,TRUE
01-11-2024,SR-EA06,Shravya Borde,East,East-T6,Dev Chhabra,38,518234.53,435331.75,0.84,88,2,56,TRUE
01-12-2024,SR-EA06,Shravya Borde,East,East-T6,Dev Chhabra,39,287908.07,241132.99,0.838,96,7,40,TRUE
01-01-2023,SR-EA07,Tarak Gopal,East,East-T7,Ojas Kapoor,60,499998.62,527371.49,1.055,110,6,56,TRUE
01-02-2023,SR-EA07,Tarak Gopal,East,East-T7,Ojas Kapoor,61,441175.25,415265.98,0.941,94,8,50,TRUE
01-03-2023,SR-EA07,Tarak Gopal,East,East-T7,Ojas Kapoor,62,499998.62,545782.14,1.092,99,2,44,TRUE
01-04-2023,SR-EA07,Tarak Gopal,East,East-T7,Ojas Kapoor,63,529410.3,528792.81,0.999,113,4,39,TRUE
01-05-2023,SR-EA07,Tarak Gopal,East,East-T7,Ojas Kapoor,64,529410.3,551422.42,1.042,101,7,49,TRUE
01-06-2023,SR-EA07,Tarak Gopal,East,East-T7,Ojas Kapoor,65,499998.62,433045.92,0.866,119,2,48,TRUE
01-07-2023,SR-EA07,Tarak Gopal,East,East-T7,Ojas Kapoor,66,470586.94,503035,1.069,91,8,55,TRUE
01-08-2023,SR-EA07,Tarak Gopal,East,East-T7,Ojas Kapoor,67,499998.62,489891.27,0.98,104,6,54,TRUE
01-09-2023,SR-EA07,Tarak Gopal,East,East-T7,Ojas Kapoor,68,529410.3,573573.9,1.083,108,2,49,TRUE
01-10-2023,SR-EA07,Tarak Gopal,East,East-T7,Ojas Kapoor,69,558821.99,670281.42,1.199,107,3,41,TRUE
01-11-2023,SR-EA07,Tarak Gopal,East,East-T7,Ojas Kapoor,70,529410.3,520212.66,0.983,107,6,50,TRUE
01-12-2023,SR-EA07,Tarak Gopal,East,East-T7,Ojas Kapoor,71,294116.84,262886.29,0.894,111,4,43,TRUE
01-01-2024,SR-EA07,Tarak Gopal,East,East-T7,Ojas Kapoor,72,499998.62,511648.12,1.023,103,5,45,TRUE
01-02-2024,SR-EA07,Tarak Gopal,East,East-T7,Ojas Kapoor,73,441175.25,347174.46,0.787,104,3,34,TRUE
01-03-2024,SR-EA07,Tarak Gopal,East,East-T7,Ojas Kapoor,74,499998.62,611307.22,1.223,95,6,50,TRUE
01-04-2024,SR-EA07,Tarak Gopal,East,East-T7,Ojas Kapoor,75,529410.3,658494.22,1.244,122,3,46,TRUE
01-05-2024,SR-EA07,Tarak Gopal,East,East-T7,Ojas Kapoor,76,529410.3,476245.4,0.9,94,5,33,TRUE
01-06-2024,SR-EA07,Tarak Gopal,East,East-T7,Ojas Kapoor,77,499998.62,615505.57,1.231,102,4,32,TRUE
01-07-2024,SR-EA07,Tarak Gopal,East,East-T7,Ojas Kapoor,78,470586.94,515366.47,1.095,114,2,44,TRUE
01-08-2024,SR-EA07,Tarak Gopal,East,East-T7,Ojas Kapoor,79,499998.62,489207.6,0.978,100,3,42,TRUE
01-09-2024,SR-EA07,Tarak Gopal,East,East-T7,Ojas Kapoor,80,529410.3,477030.89,0.901,118,5,41,TRUE
01-10-2024,SR-EA07,Tarak Gopal,East,East-T7,Ojas Kapoor,81,558821.99,698352.45,1.25,111,3,46,TRUE
01-11-2024,SR-EA07,Tarak Gopal,East,East-T7,Ojas Kapoor,82,529410.3,622940.02,1.177,112,3,63,TRUE
01-12-2024,SR-EA07,Tarak Gopal,East,East-T7,Ojas Kapoor,83,294116.84,236271.89,0.803,98,4,36,TRUE
01-01-2023,SR-EA08,Rishi Som,East,East-T8,Ojas Kapoor,49,272472.94,256310.43,0.941,104,5,50,TRUE
01-02-2023,SR-EA08,Rishi Som,East,East-T8,Ojas Kapoor,50,240417.3,223462.97,0.929,124,4,47,TRUE
01-03-2023,SR-EA08,Rishi Som,East,East-T8,Ojas Kapoor,51,272472.94,244663.32,0.898,106,3,38,TRUE
01-04-2023,SR-EA08,Rishi Som,East,East-T8,Ojas Kapoor,52,288500.76,317246.84,1.1,89,2,34,TRUE
01-05-2023,SR-EA08,Rishi Som,East,East-T8,Ojas Kapoor,53,288500.76,219540.37,0.761,107,6,58,TRUE
01-06-2023,SR-EA08,Rishi Som,East,East-T8,Ojas Kapoor,54,272472.94,317436.09,1.165,117,7,43,TRUE
01-07-2023,SR-EA08,Rishi Som,East,East-T8,Ojas Kapoor,55,256445.12,243085.07,0.948,123,7,41,TRUE
01-08-2023,SR-EA08,Rishi Som,East,East-T8,Ojas Kapoor,56,272472.94,205457.94,0.754,118,4,31,TRUE
01-09-2023,SR-EA08,Rishi Som,East,East-T8,Ojas Kapoor,57,288500.76,341161.87,1.183,97,2,47,TRUE
01-10-2023,SR-EA08,Rishi Som,East,East-T8,Ojas Kapoor,58,304528.58,346905.5,1.139,109,4,43,TRUE
01-11-2023,SR-EA08,Rishi Som,East,East-T8,Ojas Kapoor,59,288500.76,356818.15,1.237,107,9,44,TRUE
01-12-2023,SR-EA08,Rishi Som,East,East-T8,Ojas Kapoor,60,160278.2,193184.67,1.205,110,5,46,TRUE
01-01-2024,SR-EA08,Rishi Som,East,East-T8,Ojas Kapoor,61,272472.94,305874.33,1.123,107,4,41,TRUE
01-02-2024,SR-EA08,Rishi Som,East,East-T8,Ojas Kapoor,62,240417.3,280427.41,1.166,113,3,41,TRUE
01-03-2024,SR-EA08,Rishi Som,East,East-T8,Ojas Kapoor,63,272472.94,327367.37,1.201,94,3,38,TRUE
01-04-2024,SR-EA08,Rishi Som,East,East-T8,Ojas Kapoor,64,288500.76,328276.5,1.138,108,3,34,TRUE
01-05-2024,SR-EA08,Rishi Som,East,East-T8,Ojas Kapoor,65,288500.76,249570.24,0.865,101,1,51,TRUE
01-06-2024,SR-EA08,Rishi Som,East,East-T8,Ojas Kapoor,66,272472.94,313607.08,1.151,104,3,51,TRUE
01-07-2024,SR-EA08,Rishi Som,East,East-T8,Ojas Kapoor,67,256445.12,220415.16,0.86,113,6,47,TRUE
01-08-2024,SR-EA08,Rishi Som,East,East-T8,Ojas Kapoor,68,272472.94,230257.62,0.845,112,5,47,TRUE
01-09-2024,SR-EA08,Rishi Som,East,East-T8,Ojas Kapoor,69,288500.76,252528.58,0.875,103,3,37,TRUE
01-10-2024,SR-EA08,Rishi Som,East,East-T8,Ojas Kapoor,70,304528.58,343443.88,1.128,94,3,59,TRUE
